Month,Weekday,Time,Bermuda,Lot 7,Lot 13,E. Troy,Lot 10,Lot 3,W. Nine Mile,Lot 8,NB Woodward,Vester,Lot 11,Lot 1,Lot 15,Lot 2,Lot 4,E. Nine Mile,Lot 9,SB Woodward,W. Troy,Withington,W. Saratoga,E. Breckenridge,Planavon,E. Saratoga,Ardmoor,24_Time,dayNum
3,Saturday,5am,0.0,0.020279146141215107,0.034161490683229816,0.031746031746031744,0.03361344537815126,0.022407313926748555,0.0049261083743842365,0.039153439153439155,0.0,0.04081632653061224,0.02281746031746032,0.005411255411255411,0.03863432165318957,0.011278195488721804,0.04523809523809524,0.005291005291005291,0.027777777777777776,0.0,0.009523809523809523,0.013605442176870748,0.0,0.0,0.0,0.0,0.0,5,5
3,Sunday,5am,0.0,0.031198686371100164,0.03312629399585921,0.023809523809523808,0.030112044817927168,0.023422513881877837,0.0049261083743842365,0.03907203907203907,0.0,0.030612244897959183,0.01984126984126984,0.0091991341991342,0.02875112309074573,0.017543859649122806,0.039285714285714285,0.012345679012345678,0.010912698412698414,0.0,0.0,0.016326530612244896,0.0,0.0,0.005291005291005291,0.0,0.0,5,6
3,Monday,6am,0.0,0.0541871921182266,0.06935817805383024,0.05291005291005291,0.07212885154061625,0.07720567614560547,0.0120415982484948,0.08540903540903541,0.0,0.08163265306122448,0.024305555555555556,0.01948051948051948,0.09703504043126686,0.042606516290726815,0.11547619047619047,0.014109347442680775,0.026785714285714288,0.001763668430335097,0.019047619047619046,0.03537414965986395,0.0,0.0,0.005291005291005291,0.0,0.0,6,0
3,Tuesday,6am,0.0,0.006269592476489028,0.01383399209486166,0.0,0.0026737967914438505,0.0031909197986936502,0.0010449320794148381,0.004662004662004662,0.0,0.0,0.0004734848484848485,0.0,0.0017152658662092624,0.0,0.003409090909090909,0.0016835016835016836,0.003787878787878788,0.0,0.0,0.0012987012987012987,0.0,0.0,0.0,0.0,0.0,6,1
3,Wednesday,6am,0.0,0.007836990595611285,0.017786561264822136,0.005050505050505051,0.0066844919786096255,0.0031828889602741194,0.0010449320794148381,0.007012432012432013,0.00014730639730639732,0.003246753246753247,0.0014204545454545453,0.00012913223140495868,0.004288164665523156,0.0,0.010227272727272727,0.0016835016835016836,0.003787878787878788,0.0033670033670033673,0.00909090909090909,0.005194805194805195,0.0,0.0,0.0,0.0,0.0,6,2
3,Thursday,6am,0.0,0.011076280041797283,0.02766798418972332,0.005050505050505051,0.007352941176470588,0.005522539886497483,0.001567398119122257,0.02331002331002331,0.0,0.00974025974025974,0.004261363636363637,0.0005165289256198347,0.00686106346483705,0.0023923444976076554,0.003409090909090909,0.0,0.003787878787878788,0.0,0.0,0.0038961038961038957,0.0,0.0,0.0,0.0,0.0,6,3
3,Friday,6am,0.0,0.0047021943573667705,0.015810276679841896,0.022727272727272728,0.008689839572192513,0.005562694078595138,0.002612330198537095,0.02385392385392385,0.0,0.00974025974025974,0.0014204545454545453,0.001549586776859504,0.01457975986277873,0.0023923444976076554,0.005681818181818182,0.0,0.00946969696969697,0.0,0.011969696969696969,0.006493506493506493,0.0,0.0,0.0,0.0,0.0,6,4
3,Saturday,6am,0.0,0.026053639846743294,0.034161490683229816,0.031746031746031744,0.033765172735760976,0.02276067081720792,0.0049261083743842365,0.040293040293040296,0.0,0.04081632653061224,0.02281746031746032,0.005411255411255411,0.03863432165318957,0.011278195488721804,0.04523809523809524,0.005291005291005291,0.027777777777777776,0.0,0.009523809523809523,0.013605442176870748,0.0,0.0,0.0,0.0,0.0,6,5
3,Sunday,6am,0.0,0.031198686371100164,0.03312629399585921,0.023809523809523808,0.030112044817927168,0.02338886084469123,0.0049261083743842365,0.03907203907203907,0.0,0.030612244897959183,0.01984126984126984,0.0091991341991342,0.02875112309074573,0.017543859649122806,0.039285714285714285,0.012345679012345678,0.010912698412698414,0.0,0.0,0.016326530612244896,0.0,0.0,0.005291005291005291,0.0,0.0,6,6
3,Monday,7am,0.0,0.05552818828680898,0.06935817805383024,0.05291005291005291,0.07217553688141923,0.07738796343036626,0.0120415982484948,0.08559218559218558,0.0,0.08163265306122448,0.024305555555555556,0.019769119769119766,0.09703504043126686,0.042606516290726815,0.11734126984126984,0.014109347442680775,0.026785714285714288,0.001763668430335097,0.02841269841269841,0.03537414965986395,0.0,0.0,0.005291005291005291,0.0,0.0,7,0
3,Tuesday,7am,0.0,0.006269592476489028,0.013405797101449277,0.0,0.002774064171122995,0.002813470392975693,0.0010449320794148381,0.0054001554001554,0.0,0.0,0.0011837121212121212,0.0,0.0017152658662092624,0.0,0.004526515151515151,0.0016835016835016836,0.003061868686868687,0.0,0.0,0.0014285714285714286,0.0,0.0,0.0,0.0,0.0,7,1
